SPONSOR,CATEGORY,AIRDATE,AIRTIME,PROGRAM,AFFILIATION,TONE
"PRYOR, MARK",US SENATE,20131118,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1711,5 NEWS AT 5PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1812,5 NEWS AT 6PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1209,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0621,5 NEWS THIS MORNING AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,2159,FOX 24 NEWS EDGE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0728,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1821,40/29 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,2146,FOX 16 NEWS AT 9:00PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1814,BIG BANG THEORY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1858,ENTERTAINMENT TONIGHT,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0959,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1058,TODAY SHOW III,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1841,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1213,ARKANSAS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0726,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0757,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0838,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0645,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1722,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,2217,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1822,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1817,THV11 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1617,ELLEN DEGENERES SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,0545,THV11 THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,2230,THV11 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,2018,MIKE & MOLLY-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131118,1428,LET'S MAKE A DEAL-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1616,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0522,KARK 4 TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2223,KARK 4 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1518,RACHAEL RAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1847,ENTERTAINMENT TONIGHT,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1922,BIGGEST LOSER: SECOND CH,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1638,FAMILY FEUD,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1058,VIEW-ABC,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0625,DAYBREAK,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1827,CHANNEL 7 NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2249,MODERN FAMILY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0657,5 NEWS THIS MORNING AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1427,LET'S MAKE A DEAL-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1209,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1709,5 NEWS AT 5PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1030,PRICE IS RIGHT-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1932,NCIS-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1642,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1837,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2233,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0529,FOX 24 NEWS EDGE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1820,40/29 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2210,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0728,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2243,TWO AND A HALF MEN,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0851,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1710,KNWA 5PM NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1811,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1826,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2222,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0655,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1724,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0756,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0836,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0722,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1859,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1058,TODAY SHOW III,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0955,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1716,THV11 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1225,THV11 NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,1510,DR PHIL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,2256,LATE SHOW/DAVID LTTRMN,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131119,0755,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1343,DAYS OF OUR LIVES-NBC,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2229,KARK 4 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1714,KARK 4 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1628,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0829,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0959,JUDGE MATHIS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2142,NASHVILLE-ABC,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1728,CHANNEL 7 NEWS LIVE AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1154,MID-DAY ARKANSAS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0858,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1842,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2231,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1853,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1643,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1628,INSIDE EDITION,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0849,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2133,CSI: CRIME SCENE INVSTGT,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1219,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1820,5 NEWS AT 6PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1821,40/29 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0638,40/29 NEWS SUNRISE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1813,BIG BANG THEORY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2038,X FACTOR-FOX,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1628,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0959,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1842,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1214,ARKANSAS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0757,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0838,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0858,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1722,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0608,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,2224,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1810,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1827,THV11 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1547,DR PHIL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,1644,ELLEN DEGENERES SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0653,THV11 THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131120,0958,I HATE MY HAIR!,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1609,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0643,KARK 4 TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2210,KARK 4 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1809,KARK 4 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1526,RACHAEL RAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1208,KARK 4 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1627,FAMILY FEUD,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0651,DAYBREAK,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0948,GOOD MORNING ARKANSAS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1827,CHANNEL 7 NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2224,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1720,5 NEWS AT 5PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1211,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2330,LATE SHOW/DAVID LTTRMN,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0815,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1652,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1842,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2211,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1458,LET'S MAKE A DEAL-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0649,5 NEWS THIS MORNING AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1858,BIG BANG THEORY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1825,40/29 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0724,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2153,FOX 16 NEWS AT 9:00PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1728,KNWA 5PM NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1810,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1826,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2223,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0611,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1722,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0726,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0826,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0843,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1847,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0929,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1058,TODAY SHOW III,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,0529,THV11 THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1330,TALK-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1654,ELLEN DEGENERES SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,1159,YOUNG AND THE RESTLESS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131121,2048,TWO AND A HALF MEN-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2307,TONIGHT SHOW/JAY LENO,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1856,ENTERTAINMENT TONIGHT,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1708,KARK 4 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1617,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0724,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2044,WHERE WERE YOU: THE DAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1649,FAMILY FEUD,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1835,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1116,WHO WANTS/MILLIONAIRE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0828,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2259,MODERN FAMILY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2135,BLUE BLOODS-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2218,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1854,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1653,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1612,INSIDE EDITION,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0819,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1819,5 NEWS AT 6PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1222,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2137,FOX 24 NEWS EDGE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0624,40/29 NEWS SUNRISE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1816,BIG BANG THEORY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2245,FEARLESS FRIDAY: STATEW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2222,KNWA 10 PM NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1610,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0954,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1841,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1220,ARKANSAS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0726,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0839,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0857,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1718,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0650,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2211,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1827,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1810,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1531,DR PHIL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0959,MADE IN AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,0611,THV11 THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,1727,THV11 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131122,2230,THV11 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131123,2230,5 NEWS AT 10PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131123,0537,FOX 24 NEWS EDGE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131123,1810,NBC 6 NEWS WEEKEND AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131123,2216,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131123,2139,48 HOURS/CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131124,2220,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131124,2349,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131124,1723,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131124,2136,MENTALIST-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1653,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1816,KARK 4 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2218,KARK 4 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2016,VOICE-NBC,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0946,JUDGE MATHIS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0640,DAYBREAK,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0944,GOOD MORNING ARKANSAS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1148,MID-DAY ARKANSAS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2224,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1824,CHANNEL 7 NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2228,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1058,PRICE IS RIGHT-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1837,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1226,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1810,5 NEWS AT 6PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1710,5 NEWS AT 5PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1635,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1612,INSIDE EDITION,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1426,LET'S MAKE A DEAL-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0613,5 NEWS THIS MORNING AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0622,40/29 NEWS SUNRISE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1809,40/29 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1929,DANCING WITH THE STARS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1755,FOX 16 NEWS AT 5:30PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2255,TWO AND A HALF MEN,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1709,KNWA 5PM NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1722,NBC 6 NEWS AT 5,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0631,NBC 6 NEWS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1821,NBC 6 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2232,NBC 6 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0757,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0726,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0857,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0953,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1059,TODAY SHOW III,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1842,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1523,DR PHIL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1629,ELLEN DEGENERES SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,0853,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1812,THV11 NEWS AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,2212,THV11 NEWS AT 10,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131125,1219,THV11 NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0620,KARK 4 TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1847,ENTERTAINMENT TONIGHT,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2246,TONIGHT SHOW/JAY LENO,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0956,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1652,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1650,FAMILY FEUD,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1841,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2129,DANCING/STARS FINALS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1059,VIEW-ABC,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0754,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0620,5 NEWS THIS MORNING AT 6,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1458,LET'S MAKE A DEAL-CBS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2048,NCIS: LOS ANGELES,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0755,CBS THIS MORNING,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1643,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1658,JEOPARDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2228,NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1210,5 NEWS AT NOON,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1847,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1545,ELLEN DEGENERES SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0621,40/29 NEWS SUNRISE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0748,GOOD MORNING AMERICA,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2125,FOX 16 NEWS AT 9:00PM,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1812,BIG BANG THEORY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2230,KNWA 10 PM NEWS,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1616,JUDGE JUDY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1847,WHEEL OF FORTUNE,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0959,TODAY SHOW II,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0757,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0857,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,0729,TODAY SHOW,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,1209,ARKANSAS TODAY,DEMOCRAT,N/A
"PRYOR, MARK",US SENATE,20131126,2224,NBC 6 NEWS AT 10,DEMOCRAT,N/A
