SPONSOR,CATEGORY,AIRDATE,AIRTIME,PROGRAM,AFFILIATION,TONE
"COTTON, TOM",US SENATE,20131015,1859,ENTERTAINMENT TONIGHT,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1751,NBC NIGHTLY/BRIAN WLMS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,2331,TONIGHT SHOW/JAY LENO,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,0509,DAYBREAK,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,0725,GOOD MORNING AMERICA,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,2223,CHANNEL 7 NEWS NIGHTSIDE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1143,MID-DAY ARKANSAS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1728,CHANNEL 7 NEWS LIVE AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1827,CHANNEL 7 NEWS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1118,WHO WANTS/MILLIONAIRE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1854,WHEEL OF FORTUNE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,2225,TWO AND A HALF MEN,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,2245,TWO AND A HALF MEN,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,2131,FOX 16 NEWS AT 9:00PM,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1654,ELLEN DEGENERES SHOW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,1716,THV11 NEWS AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,0640,THV11 THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131015,0846,CBS THIS MORNING,REPUBLICAN,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1640,AMERICA NOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1858,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0523,GOOD MORNING REGION 8,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1114,REGION 8 NEWS AT MIDDAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2222,REGION 8 NEWS AT TEN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1810,REGION 8 NEWS AT SIX,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0828,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1922,BIGGEST LOSER: SECOND CH,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1809,KARK 4 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2231,KARK 4 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0629,DAYBREAK,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1823,CHANNEL 7 NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1155,MID-DAY ARKANSAS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2230,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2230,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2257,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0814,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1613,INSIDE EDITION,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0629,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2047,NCIS: LOS ANGELES,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1821,5 NEWS AT 6PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1712,5 NEWS AT 5PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1826,40/29 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0628,40/29 NEWS SUNRISE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0839,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2215,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2229,TWO AND A HALF MEN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2330,TONIGHT SHOW/JAY LENO,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2042,VOICE-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0858,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0858,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0826,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2209,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1848,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0953,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1050,TODAY SHOW III,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1810,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1827,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0622,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0656,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1722,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,0853,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,2314,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131015,1521,DR PHIL,DEMOCRAT,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2248,TONIGHT SHOW/JAY LENO,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1750,NBC NIGHTLY/BRIAN WLMS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1841,ENTERTAINMENT TONIGHT,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1811,KARK 4 NEWS AT 6,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2218,KARK 4 NEWS AT 10,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0608,KARK 4 TODAY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2117,IRONSIDE-NBC,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0839,TODAY SHOW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1848,WHEEL OF FORTUNE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1116,WHO WANTS/MILLIONAIRE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1728,CHANNEL 7 NEWS LIVE AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1143,MID-DAY ARKANSAS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2230,CHANNEL 7 NEWS NIGHTSIDE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1827,CHANNEL 7 NEWS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0828,GOOD MORNING AMERICA,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0651,DAYBREAK,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2307,FOX 16 NEWS AT 9:00PM,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,2341,TWO AND A HALF MEN,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0823,CBS THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,0630,THV11 THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1726,THV11 NEWS AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131016,1621,ELLEN DEGENERES SHOW,REPUBLICAN,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1716,REGION 8 NEWS AT FIVE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0630,GOOD MORNING REGION 8,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1836,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1533,ELLEN DEGENERES SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2133,NASHVILLE-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2257,JIMMY KIMMEL LIVE-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0848,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1720,KARK 4 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0959,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2330,TONIGHT SHOW/JAY LENO,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1632,DR OZ SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1858,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0725,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1719,5 NEWS AT 5PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1224,5 NEWS AT NOON,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0621,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0847,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1635,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2331,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2146,CSI: CRIME SCENE INVSTGT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2228,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1518,DR PHIL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2215,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2256,JIMMY KIMMEL LIVE-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0758,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1814,KNWA 6 PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0615,KNWA TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1712,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0608,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0641,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1810,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1825,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0958,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1859,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2211,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0720,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0849,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1207,ARKANSAS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,2046,CRIMINAL MINDS-CBS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,1218,THV11 NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131016,0609,THV11 THIS MORNING,DEMOCRAT,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0851,TODAY SHOW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0643,KARK 4 TODAY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,2219,KARK 4 NEWS AT 10,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1822,KARK 4 NEWS AT 6,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1751,NBC NIGHTLY/BRIAN WLMS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,2330,TONIGHT SHOW/JAY LENO,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1859,ENTERTAINMENT TONIGHT,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0519,DAYBREAK,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0849,GOOD MORNING AMERICA,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1825,CHANNEL 7 NEWS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,2223,CHANNEL 7 NEWS NIGHTSIDE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1155,MID-DAY ARKANSAS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1722,CHANNEL 7 NEWS LIVE AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1128,WHO WANTS/MILLIONAIRE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1849,WHEEL OF FORTUNE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1825,BIG BANG THEORY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,2324,FOX 16 NEWS AT 9:00PM,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0644,FIRST BUSINESS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1628,ELLEN DEGENERES SHOW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,1717,THV11 NEWS AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,2147,ELEMENTARY-CBS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0652,THV11 THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131017,0850,CBS THIS MORNING,REPUBLICAN,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1858,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1629,AMERICA NOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0923,LIVE! WITH KELLY AND MIC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1529,ELLEN DEGENERES SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0518,GOOD MORNING REGION 8,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1820,REGION 8 NEWS AT SIX,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2215,REGION 8 NEWS AT TEN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2231,KARK 4 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0829,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1638,JUDGE JUDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1855,ENTERTAINMENT TONIGHT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0559,DAYBREAK,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1727,CHANNEL 7 NEWS LIVE AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2135,SCANDAL-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2230,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2258,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1635,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1613,INSIDE EDITION,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0623,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1721,5 NEWS AT 5PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1842,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0958,RACHAEL RAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0853,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0622,40/29 NEWS SUNRISE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1818,40/29 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2134,SCANDAL-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1054,WENDY WILLIAMS SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1751,FOX 16 NEWS AT 5:30PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2308,TONIGHT SHOW/JAY LENO,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2223,KNWA 10 PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0729,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0756,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0839,TODAY SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,2224,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1859,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0956,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1058,TODAY SHOW III,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1811,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1827,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0617,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0650,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1711,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1823,THV11 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,1855,THV11 NEWS AT 6:30,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131017,0958,HUMANA MEDICARE ADVANTAG,DEMOCRAT,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1858,ENTERTAINMENT TONIGHT,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1750,NBC NIGHTLY/BRIAN WLMS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2245,TONIGHT SHOW/JAY LENO,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1829,KARK 4 NEWS AT 6,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2213,KARK 4 NEWS AT 10,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0608,KARK 4 TODAY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0728,TODAY SHOW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2145,20/20-ABC,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1843,WHEEL OF FORTUNE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1122,WHO WANTS/MILLIONAIRE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1146,MID-DAY ARKANSAS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1727,CHANNEL 7 NEWS LIVE AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2230,CHANNEL 7 NEWS NIGHTSIDE,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1825,CHANNEL 7 NEWS,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2044,SHARK TANK-ABC,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0758,GOOD MORNING AMERICA,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0654,DAYBREAK,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1825,BIG BANG THEORY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2229,TWO AND A HALF MEN,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0002,TWO AND A HALF MEN,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0624,AG DAY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2244,FEARLESS FRIDAY: STATEW,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,2131,FEARLESS FRIDAY,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0812,CBS THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1710,THV11 NEWS AT 5,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,0608,THV11 THIS MORNING,REPUBLICAN,NEGATIVE
"COTTON, TOM",US SENATE,20131018,1638,ELLEN DEGENERES SHOW,REPUBLICAN,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1728,REGION 8 NEWS AT FIVE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0539,GOOD MORNING REGION 8,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1115,REGION 8 NEWS AT MIDDAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1555,ELLEN DEGENERES SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2044,SHARK TANK-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1848,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0725,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2023,DATELINE NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0638,KARK 4 TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2306,TONIGHT SHOW/JAY LENO,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1208,KARK 4 NEWS AT NOON,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2234,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1849,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0858,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1854,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1212,5 NEWS AT NOON,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0646,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1424,LET'S MAKE A DEAL-CBS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0727,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1654,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2330,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2210,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0854,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2222,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2135,20/20-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1811,BIG BANG THEORY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1728,KNWA 5PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,2213,KNWA 10 PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1717,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0607,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,0638,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1826,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20131018,1810,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
